log_id,timestamp,ip_address,http_method,endpoint,status_code,response_time_ms,user_agent
64517491-1975-4044-aeca-cc8d494d6055,2026-04-14T14:00:01.348134,207.9.125.1,DELETE,category/list/app,401,1894,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0)
f549986b-e1bb-4dc0-8275-de01edf8b7e6,2026-04-13T12:37:32.934805,62.112.8.255,POST,list/search/tag,404,446,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/51.0.850.0 Mobile/33G512 Safari/531.1"
873e7e48-f738-409f-ba18-a5a55fa0237d,2026-04-10T09:44:34.395168,130.210.108.38,PUT,list/category,500,1427,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.34.6 (KHTML, like Gecko) Version/5.1 Safari/531.34.6"
00775d47-3879-482c-920b-3f56e40f288f,2026-04-01T05:58:19.155168,15.148.16.162,DELETE,main/list/category,403,613,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0)
1a12f5fd-506a-4d07-8528-8476be33f3ca,2026-04-17T17:59:14.911967,151.250.91.1,POST,posts/app/wp-content,500,1879,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/59.0.827.0 Safari/536.2"
ccb9b753-c50c-4373-8643-e22a30300ab0,2026-04-14T20:51:20.924275,179.196.209.10,PUT,explore/blog,401,944,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5; rv:1.9.2.20) Gecko/3719-08-26 05:16:11.994736 Firefox/3.6.18
0a21fbe0-fafc-4eb9-accd-bfa1c207250c,2026-04-08T17:21:17.739443,10.58.204.245,DELETE,posts/tags/blog,403,1031,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/20.0.837.0 Safari/532.1"
767672c7-ae39-4a71-882d-ee76d050dd57,2026-04-17T03:37:33.557385,217.73.84.143,PUT,app,403,904,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4993-10-05 02:36:31.982178 Firefox/3.8
7622df76-fd2a-4b77-975e-cd6f9b356104,2026-04-06T19:23:23.160196,131.115.244.155,PUT,app/tags/category,400,96,Opera/8.44.(Windows 98; Win 9x 4.90; ht-HT) Presto/2.9.177 Version/10.00
a9c1cb1c-0e38-44f2-9f2b-c1261777dada,2026-04-12T05:38:39.242713,214.71.172.58,GET,main,401,1503,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0 rv:5.0; nr-ZA) AppleWebKit/534.41.4 (KHTML, like Gecko) Version/4.0.4 Safari/534.41.4"
ab6f6513-2ed0-4ff4-80a7-8fd7ea5a5535,2026-04-13T16:16:59.285947,196.41.235.167,DELETE,wp-content,400,18,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.891.0 Safari/532.2"
40eed0d2-3553-436d-a362-c24b0434ca09,2026-04-10T22:51:28.217938,221.242.85.184,GET,category/explore/explore,500,1578,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5 rv:4.0; sat-IN) AppleWebKit/533.13.6 (KHTML, like Gecko) Version/4.0.3 Safari/533.13.6"
904e9d6f-bb5b-4b00-a43c-99977fc05073,2026-04-12T14:43:40.131671,117.229.212.102,PUT,search/app/app,200,526,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1)
ec28e973-77f5-4ea4-99f0-82d26d8c5772,2026-04-05T08:16:41.864391,66.20.185.126,PUT,category/wp-content,201,1751,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.38.4 (KHTML, like Gecko) Version/5.1 Safari/533.38.4"
9981a053-6c0e-4a44-98d9-fca23208247a,2026-04-13T21:34:01.955434,201.160.167.250,POST,main/main,403,411,Opera/9.21.(Windows NT 5.2; mi-NZ) Presto/2.9.176 Version/10.00
473d9fa2-a658-44b8-b2e0-83f19cf4224e,2026-04-17T19:56:00.168406,118.3.105.127,GET,category,201,1896,Opera/9.17.(Windows NT 11.0; sd-IN) Presto/2.9.186 Version/10.00
a6f6c2f0-9dc9-4b01-803e-9e25890aafbd,2026-04-09T06:33:23.610807,42.240.170.30,GET,categories,403,1806,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0)
09dbd104-56a9-410b-baa4-4566835b4543,2026-04-08T16:29:58.650454,170.27.231.145,DELETE,wp-content,403,1358,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0)
4caebcb7-2304-44d4-b184-01eab0fc6525,2026-04-06T14:59:14.840088,22.76.254.139,DELETE,tags/tag,201,361,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.806.0 Safari/531.0"
