log_id,timestamp,ip_address,http_method,endpoint,status_code,response_time_ms,user_agent
3ea84354-e20c-4efd-b3d5-b7d357783faf,2026-04-14T01:30:00.467249,18.0.60.199,PUT,explore/tag/wp-content,401,349,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5; rv:1.9.2.20) Gecko/2513-04-25 16:40:37.066717 Firefox/3.8
843a7d55-e06f-4ccb-98c0-d5fe7931d37b,2026-04-01T04:44:04.346833,62.140.94.148,DELETE,tags/list,500,199,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1)
f0ff0e9d-08cb-4fe4-aec7-59e169c9ff3c,2026-04-08T00:01:41.578712,194.64.220.123,DELETE,blog,201,1297,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.1.6 (KHTML, like Gecko) Version/4.1 Safari/534.1.6"
d693b67d-9661-4603-a4a5-60fccfdd53ff,2026-04-06T01:06:54.380199,110.252.78.223,DELETE,category/search,403,1704,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.29.2 (KHTML, like Gecko) Version/4.0.3 Safari/531.29.2"
e1b5dadc-b53b-4720-bfdb-c9491361a907,2026-04-07T03:45:46.134243,45.73.115.137,POST,posts/app,200,928,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/27.0.869.0 Safari/535.0"
113595db-ac5f-4df8-be0c-b257d1380c9d,2026-04-17T15:56:36.620570,107.150.42.8,PUT,search,500,1756,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_8; rv:1.9.3.20) Gecko/3528-11-22 11:30:39.381195 Firefox/3.8
57a03f69-f62d-41e3-a0c8-f019bf590349,2026-04-03T07:53:04.825322,213.75.30.37,DELETE,search,400,541,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.49.4 (KHTML, like Gecko) Version/5.0.3 Safari/535.49.4"
989cd4e5-109b-424b-9f80-ac173fef62e1,2026-04-12T18:30:03.493839,25.96.198.254,POST,search/categories/blog,401,1854,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/534.44.1 (KHTML, like Gecko) Version/5.0.4 Safari/534.44.1"
595f970a-c2b6-4176-ab44-4414365f4d3c,2026-04-01T19:16:30.384537,23.217.166.182,GET,list/app/category,401,1330,Opera/9.31.(X11; Linux i686; xh-ZA) Presto/2.9.176 Version/12.00
4ac34ec1-aefe-4876-876a-308c423c44bd,2026-04-07T18:43:19.494848,197.37.225.189,PUT,search/main,400,1729,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/10.2y9701.0 Mobile/13R436 Safari/532.0"
d73665a5-e057-4717-8665-d89ab174e7ec,2026-04-17T21:58:54.790937,134.209.74.225,POST,category/wp-content/tag,403,988,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_9 rv:3.0; ast-ES) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/5.0 Safari/535.8.5"
d718dcde-2445-400f-bff0-bf8bde31d68f,2026-04-02T19:48:10.093639,209.120.72.197,GET,search/tags,400,291,Opera/8.77.(X11; Linux x86_64; gez-ET) Presto/2.9.188 Version/11.00
f978d64c-f8f9-4385-9902-c9f0b31463ae,2026-04-16T19:30:06.778775,116.111.15.117,PUT,posts,201,174,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.1)
7f5238ef-2a41-40b4-b5dc-4d081c1d56d8,2026-04-11T14:10:49.599165,57.196.236.150,DELETE,category,404,382,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/13.8b4160.0 Mobile/46Y626 Safari/534.1"
7ecf5359-9673-48ee-9310-5dbbfd95fa67,2026-04-01T05:09:14.105749,193.15.148.211,GET,app/wp-content,404,315,Opera/9.53.(Windows NT 11.0; nso-ZA) Presto/2.9.168 Version/12.00
4097edc5-a61d-477b-b979-2c2638f75ab5,2026-04-12T21:28:26.634122,67.165.133.200,GET,categories/app/explore,500,205,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/16.0.851.0 Safari/532.0"
