shipment_id,timestamp,origin,destination,weight_kg,delivery_status,vehicle_type,estimated_delay_minutes
30f9e470-ab3f-4918-a62c-25192ccb3122,2026-05-01T07:04:35.968469,Nunes de Mendonça,Borges do Sul,19.87,DELAYED,AIRPLANE,29
c67e68fb-974c-43c1-a0bd-e73abba50e83,2026-05-01T01:29:30.937970,Porto,Abreu do Norte,18.85,DELAYED,AIRPLANE,114
5275fab8-f768-4f9b-85a3-4a1d3be6304d,2026-05-01T06:35:52.937986,Costa de Sá,da Mota do Galho,32.47,CANCELLED,AIRPLANE,75
9c32ae7b-5d5d-4309-b223-602e6dbca514,2026-05-01T04:59:05.557409,Vieira das Flores,Costa da Mata,21.9,DELAYED,MOTORCYCLE,62
2ab86a75-65fd-46ea-914c-4348a6885708,2026-05-01T11:54:41.835756,Vasconcelos Grande,Pacheco,45.58,DELAYED,AIRPLANE,106
d57cc1d4-c971-4340-b9f0-c49f6d0368ab,2026-05-01T09:27:08.605648,Silva,Costa Alegre,32.4,DELAYED,VAN,108
bde6cc0f-5a5c-4951-8ef9-abe9b6a871ad,2026-05-01T00:44:02.580060,Cassiano,da Rocha,25.88,CANCELLED,VAN,25
c12ed8fd-5d30-4c6f-9676-802fb8950fee,2026-05-01T01:46:24.247129,Rezende das Pedras,Machado de Almeida,88.85,DELAYED,AIRPLANE,20
948c2ff8-95f0-4aa1-954d-9b8a1b9dd1c2,2026-05-01T01:05:13.891819,Nunes,Almeida de Porto,78.94,CANCELLED,MOTORCYCLE,19
460876ea-d4ca-4317-bcaf-c26fb802c524,2026-05-01T05:59:17.787014,da Conceição,Andrade,18.18,DELIVERED,AIRPLANE,68
b9f3b01e-3e47-499f-ab3d-46831841c5b2,2026-05-01T09:48:08.073259,Castro,Moreira de Siqueira,12.83,IN_TRANSIT,VAN,78
437a217b-6774-40bb-a1e1-8248b450dace,2026-05-01T02:28:19.130858,Gomes,Sá do Galho,4.58,DELAYED,MOTORCYCLE,39
214dc202-3b26-4729-aa42-673c46186866,2026-05-01T09:47:16.344756,Novais,Fonseca,68.04,CANCELLED,VAN,112
0fb9262f-bd7f-434f-8557-b9db2876407b,2026-05-01T04:59:40.346517,Siqueira,Pimenta do Oeste,92.59,CANCELLED,AIRPLANE,15
767593fd-6882-4b62-8bb8-122af458d45d,2026-05-01T09:37:17.592867,Novais do Amparo,Marques Verde,82.06,DELAYED,MOTORCYCLE,120
c1dee8ff-570a-46a1-a0a1-0e6f3e56b174,2026-05-01T05:45:54.317106,Aparecida,Rezende,70.71,CANCELLED,MOTORCYCLE,39
3babc3d9-3708-4681-b862-918e246a1a6c,2026-05-01T08:07:25.102085,Nogueira,Teixeira,71.48,IN_TRANSIT,VAN,82
979206fa-1c3b-48ea-a6b0-921e9765fd81,2026-05-01T09:34:07.355655,Pacheco de Goiás,Vieira,87.59,IN_TRANSIT,AIRPLANE,95
5ecb49f8-0f30-47b9-9631-89b5fa900825,2026-05-01T10:04:49.693799,Albuquerque de da Rocha,Sales,50.55,DELAYED,TRUCK,74
9a1ac6a9-7cd5-4faa-99e1-8509a728555d,2026-05-01T09:25:54.984462,Fogaça do Norte,Camargo,22.39,DELAYED,AIRPLANE,79
09d1eb40-86ec-4cc0-8ef9-4532ea3a5c83,2026-05-01T05:54:04.703869,Novais Grande,Pires de Pereira,55.48,CANCELLED,VAN,44
f63bc202-422c-414c-9370-7f3bff52e1cc,2026-05-01T08:25:08.023517,Dias,Sales,24.66,IN_TRANSIT,AIRPLANE,57
805d10f8-7189-4fe2-941c-faf261a41ebe,2026-05-01T01:09:48.903225,Nunes,Novaes Grande,39.56,DELIVERED,AIRPLANE,105
7ef6bea2-f609-4f99-941b-319000a844f9,2026-05-01T11:20:59.553549,da Rocha,Sá,11.53,DELIVERED,TRUCK,78
8fe12865-1f6a-4299-b513-7c29c617be6d,2026-05-01T05:21:17.963248,das Neves,Garcia,21.23,CANCELLED,VAN,28
b1ca388e-a17d-4489-b790-9d1eb80de602,2026-05-01T03:29:00.083303,Correia,Casa Grande,46.95,IN_TRANSIT,AIRPLANE,57
bc8f11f0-d362-4321-b6a2-4a9211a40a25,2026-05-01T02:04:55.543769,Pinto de Sá,Barbosa,52.07,CANCELLED,AIRPLANE,47
bab40a4b-b769-44ea-9605-d6c6be1d1917,2026-05-01T11:26:59.221284,Dias,Sá de Caldeira,96.16,IN_TRANSIT,VAN,115
461330a3-a900-4801-b6e0-245aebcd6871,2026-05-01T09:18:25.357986,Fonseca da Prata,Montenegro do Amparo,6.78,DELIVERED,AIRPLANE,107
5fb5436f-1ab0-4bb5-8db5-008ab347bddb,2026-05-01T12:05:58.282273,Andrade de da Mota,Mendonça dos Dourados,75.4,CANCELLED,AIRPLANE,94
b4e580fe-04a9-40cb-a610-b72e94452a69,2026-05-01T07:24:19.327120,Câmara Paulista,Sampaio,79.49,IN_TRANSIT,AIRPLANE,39
854aeb9d-8684-4cb1-9ab1-a327ace18a46,2026-05-01T03:24:42.444237,Pastor do Campo,Sousa,64.55,IN_TRANSIT,MOTORCYCLE,17
3389dcf7-769b-44d9-996d-44f0be21c4a2,2026-05-01T12:07:49.877759,Araújo de Porto,da Cunha das Flores,21.94,IN_TRANSIT,MOTORCYCLE,19
3ae2741c-ca8e-4bc0-bb9f-b5f894427140,2026-05-01T10:35:12.574039,Fernandes Alegre,Albuquerque do Galho,71.72,IN_TRANSIT,VAN,41
ae79966b-4751-4336-8048-18104d75a7d8,2026-05-01T02:06:32.873262,Pacheco,Mendes,80.6,IN_TRANSIT,TRUCK,39
add9d5ca-8fce-4812-bd07-0d86e0994cf4,2026-05-01T10:01:47.183950,Teixeira de Minas,Freitas,94.58,IN_TRANSIT,TRUCK,33
5aa09915-3ab8-4561-a0d0-7e6e30276222,2026-05-01T06:52:15.040705,Monteiro da Mata,Brito,97.83,IN_TRANSIT,AIRPLANE,33
7f073450-d1fc-4a33-8d15-b1d2be23c80d,2026-05-01T08:43:55.630656,Moraes do Amparo,Peixoto,36.44,DELAYED,TRUCK,12
6291d7fc-9943-4359-9834-0763d2709796,2026-05-01T06:28:59.283804,Montenegro,Alves do Amparo,81.73,CANCELLED,VAN,80
c3061aa6-5930-44da-8f41-0edbec0b2910,2026-05-01T01:05:25.622947,Porto,Nunes das Pedras,1.72,IN_TRANSIT,MOTORCYCLE,57
46e29a15-383c-408e-9074-eeca5dd02d13,2026-05-01T11:54:34.807289,Araújo,Duarte do Oeste,72.4,DELIVERED,TRUCK,82
e0ff044a-46a2-4d66-940a-8e620a763768,2026-05-01T10:46:35.452416,Siqueira do Norte,Araújo do Campo,39.17,IN_TRANSIT,MOTORCYCLE,80
fad1a919-d5ef-415b-abfa-81589df63eef,2026-05-01T09:44:55.876459,Moraes,Azevedo do Amparo,86.97,DELAYED,MOTORCYCLE,82
7756a159-79d6-48a3-85e6-39b1a98abfa0,2026-05-01T05:01:46.917641,Lopes das Pedras,da Paz de Santos,46.12,DELIVERED,TRUCK,29
2e74f22b-55e3-49d6-a0ff-99ec6d3d29c1,2026-05-01T10:06:17.415796,Freitas,Nascimento,27.49,DELAYED,VAN,65
3ab71a38-4041-4dba-8b8f-0aa89544bb56,2026-05-01T10:08:53.880861,Carvalho do Campo,Freitas,46.17,IN_TRANSIT,TRUCK,68
d1132472-3169-40dd-9c2a-c33715a59fec,2026-05-01T06:49:00.570101,Pinto,Jesus de Jesus,77.77,DELAYED,MOTORCYCLE,15
fab526ea-7840-4779-851f-dec69b02e061,2026-05-01T09:57:30.224675,Viana,Nogueira,12.34,DELIVERED,VAN,95
c6437cb6-97dd-496a-8cb2-1abf6dae1056,2026-05-01T01:52:00.331381,Pastor,Vargas das Pedras,50.9,IN_TRANSIT,MOTORCYCLE,117
7ab3cde3-e7db-454c-9dee-6ce407693cce,2026-05-01T05:46:43.569697,Siqueira Verde,Fernandes,37.65,CANCELLED,AIRPLANE,2
40a08c50-b84a-486b-8dc8-e77171d45447,2026-05-01T05:15:39.020227,Pastor,Moraes,0.85,DELIVERED,TRUCK,85
6a6020bf-e7ef-4a88-8237-3de19e9cb993,2026-05-01T03:01:44.448215,Câmara Paulista,Oliveira,23.16,DELAYED,VAN,15
71639d26-348e-4e32-8d00-d6fce093eff9,2026-05-01T09:53:33.968656,Peixoto do Norte,Lima,8.03,DELIVERED,AIRPLANE,33
ac22745e-1f72-4086-b81e-bd8042aabf20,2026-05-01T05:04:19.784239,Marques,Santos,46.36,DELAYED,TRUCK,44
e7ae6869-ae80-498c-bad4-bf9808400c09,2026-05-01T04:08:16.382579,Dias de Aragão,Vasconcelos,16.54,IN_TRANSIT,MOTORCYCLE,15
e7dd2bb9-d45d-4631-a9b0-6fff847e95aa,2026-05-01T08:56:25.164655,Cirino,Gonçalves,70.41,IN_TRANSIT,TRUCK,2
09f894b7-6937-4028-8deb-ff903f28e2fa,2026-05-01T04:30:03.735849,Barros da Serra,Cavalcante,14.31,IN_TRANSIT,VAN,69
7fa7c0a9-ca8f-4dd7-abff-318f0931ccf7,2026-05-01T11:42:49.256540,Costela,Ribeiro,7.68,CANCELLED,VAN,83
63f04db5-c2cd-4260-85ae-1f445e137a47,2026-05-01T05:42:09.371147,Farias do Oeste,da Paz,89.29,DELIVERED,MOTORCYCLE,112
4e3f2faf-ef4b-471e-8950-85415a0fdf30,2026-05-01T01:03:22.149450,Fonseca,Pires,19.56,DELIVERED,MOTORCYCLE,67
a7091e69-2ef5-4efb-ab04-129cbda9a17c,2026-05-01T09:02:47.070913,Vieira,Araújo da Praia,22.61,DELAYED,MOTORCYCLE,94
1537601f-5b96-41d1-8dbd-4d4e139214f9,2026-05-01T11:40:20.831158,Pires de Minas,Brito,32.48,DELIVERED,VAN,7
86667829-8569-4732-b750-42eadd304d72,2026-05-01T05:07:15.263381,Dias dos Dourados,Ramos de Cardoso,70.68,DELAYED,AIRPLANE,78
a62a0d1f-1e2f-4b85-955c-387e24312d46,2026-05-01T02:55:21.472377,Porto Grande,Casa Grande,73.93,IN_TRANSIT,MOTORCYCLE,45
3fb6aa46-ea96-46f3-8d92-a94874f8f0a4,2026-05-01T07:24:38.633762,Montenegro,das Neves de Goiás,4.85,CANCELLED,AIRPLANE,101
75ae5a9f-dfc4-4df9-8c61-5a849d759555,2026-05-01T11:14:55.201925,Borges,da Conceição de Campos,66.05,IN_TRANSIT,MOTORCYCLE,58
d9fcb573-e18d-448f-912b-2702a0839e28,2026-05-01T05:16:45.486125,Ribeiro das Flores,Gomes,76.21,CANCELLED,AIRPLANE,7
