shipment_id,timestamp,origin,destination,weight_kg,delivery_status,vehicle_type,estimated_delay_minutes
d0bd7823-056b-40dd-a8fc-d4c1770b27a5,2026-05-01T08:01:47.741513,Albuquerque das Pedras,da Costa da Praia,22.86,IN_TRANSIT,AIRPLANE,15
a5374c73-0468-41dc-8a92-2e27c3a61893,2026-05-01T08:38:56.426531,da Paz Alegre,Sousa do Norte,7.7,CANCELLED,MOTORCYCLE,35
ff9aa379-b154-42a9-961f-c2e1d0191ec9,2026-05-01T04:52:51.657659,Cunha de Farias,Garcia,58.36,IN_TRANSIT,TRUCK,116
f97b75bc-f4bf-41e7-9164-0ca7ff4816c5,2026-05-01T04:54:22.449122,Sá,Barros,45.29,IN_TRANSIT,TRUCK,25
819f2f87-9c01-41df-bd54-93e6550d96b3,2026-05-01T04:18:59.499007,Moura,Câmara,49.0,IN_TRANSIT,MOTORCYCLE,82
6f37a475-1f11-4fc0-80a0-eeab14407c32,2026-05-01T12:16:41.063001,Caldeira do Campo,Moreira das Flores,28.04,CANCELLED,MOTORCYCLE,7
b8aa76b8-85e0-4da6-a79f-5632b5a96ff9,2026-05-01T01:46:00.908610,Novaes de Caldeira,Abreu,13.28,IN_TRANSIT,MOTORCYCLE,27
fb9fed1a-4a7e-4c46-b84b-d4346d213e79,2026-05-01T00:28:31.369747,Cirino dos Dourados,Jesus das Flores,42.51,DELIVERED,VAN,7
2302b828-4f9d-44c6-8093-0b75329efcbb,2026-05-01T05:10:31.054842,Monteiro,Cardoso da Prata,78.17,DELIVERED,VAN,77
98695540-340e-40c0-ba19-ac80680da1b4,2026-05-01T02:29:19.607348,Pinto Paulista,Peixoto,7.75,DELIVERED,MOTORCYCLE,17
14fb945c-504f-4708-ad70-c937e9968933,2026-05-01T11:32:29.437118,da Paz,Caldeira do Amparo,10.85,DELIVERED,AIRPLANE,97
39837743-e7b1-48da-844f-65f0fe55f493,2026-05-01T12:17:30.228819,Pires,Pastor de Minas,22.21,DELAYED,AIRPLANE,81
