shipment_id,timestamp,origin,destination,weight_kg,delivery_status,vehicle_type,estimated_delay_minutes
4a55fe7f-08ec-4afa-a256-331208141a5d,2026-05-01T08:49:20.400097,Nunes,Costa de da Mata,86.17,DELAYED,AIRPLANE,52
281aaaa9-d5d4-4a7e-91b2-8c2f7bfd2b44,2026-05-01T01:55:13.499680,Brito,Sá,73.08,IN_TRANSIT,VAN,84
9c09da9f-662e-485d-b22d-ca78b02508ba,2026-05-01T00:08:56.288120,Pacheco de Freitas,Pastor das Pedras,41.72,CANCELLED,VAN,47
6248634d-6435-4854-855e-32f459a1190d,2026-05-01T02:43:13.345329,da Mota,Porto,50.89,DELAYED,TRUCK,66
e8ce39e2-d1b9-482d-a613-d15b3bd23e01,2026-05-01T11:56:58.976439,Pinto,Sousa da Serra,97.25,DELIVERED,VAN,94
7b457226-ec61-4e57-8914-3adc0861019d,2026-05-01T05:34:25.328389,Rodrigues,Siqueira,69.65,DELIVERED,VAN,78
a1077060-9b45-409e-8cff-c7655294b3fe,2026-05-01T03:18:59.238477,Teixeira,Andrade,92.95,DELAYED,AIRPLANE,1
5ed0eea3-62ac-4e0c-b9b5-4a7da4637c75,2026-05-01T04:36:02.736252,da Conceição,Fernandes de Marques,71.94,DELAYED,VAN,98
ed81423b-b05e-4edb-a72f-b6db73aeffa6,2026-05-01T00:21:13.444505,Rios,Abreu do Amparo,72.3,DELAYED,MOTORCYCLE,105
34abcb43-1b84-42c7-be85-03c4450f48b2,2026-05-01T06:08:31.828863,Cunha,Pacheco Paulista,58.97,CANCELLED,MOTORCYCLE,71
786c44f4-6333-4e34-ae76-e607b465c213,2026-05-01T11:52:49.778774,Carvalho do Galho,Moura,45.69,CANCELLED,VAN,77
db9e9c43-311a-4a42-8ffc-57364c0e91ef,2026-05-01T12:16:31.271276,das Neves de Minas,Rios do Galho,26.33,CANCELLED,VAN,72
c2f0343f-3b22-46e6-95ae-708758a36f9e,2026-05-01T02:19:01.001537,Pacheco das Flores,da Mata,38.38,CANCELLED,TRUCK,44
449e7741-15a0-4947-bee2-f96b3f214c51,2026-05-01T10:53:14.138099,Moreira,Machado,35.68,DELIVERED,VAN,68
5f0c50e0-dd95-4111-b854-8ea63da0c66f,2026-05-01T08:09:57.776033,Araújo,Cardoso de Oliveira,37.81,IN_TRANSIT,AIRPLANE,59
aab5185d-35a4-4ff5-8efc-8062a357413b,2026-05-01T09:55:37.348718,da Luz do Amparo,Gomes das Flores,73.74,CANCELLED,AIRPLANE,110
3a544183-71ee-4763-badd-07c6f4b6b53c,2026-05-01T02:15:44.382411,Vargas Verde,Campos,28.43,DELAYED,VAN,43
11b21497-71a1-4e0d-a755-a341780e16b7,2026-05-01T08:17:04.670812,Cassiano das Pedras,Fernandes do Sul,58.39,DELAYED,VAN,88
3f8045d0-4916-42f8-9288-946d8062be14,2026-05-01T04:09:31.174219,Camargo,Almeida,88.96,CANCELLED,MOTORCYCLE,15
6cf63208-ba67-4cc5-9348-f998aa31b2f9,2026-05-01T10:12:13.301493,Dias,Sá,75.18,DELIVERED,VAN,104
0689ed70-bb48-4bf1-8b91-feb5d129bfee,2026-05-01T10:02:44.307453,Rocha da Serra,Jesus de Goiás,24.16,IN_TRANSIT,VAN,88
9e087b16-ae92-4772-94be-1800df71c5d3,2026-05-01T10:21:56.582727,Sampaio das Pedras,Teixeira do Galho,21.25,IN_TRANSIT,AIRPLANE,113
8eede961-a596-4269-aab0-a7c4b07c4df4,2026-05-01T11:14:27.379556,da Cruz,da Cunha,2.0,CANCELLED,AIRPLANE,91
bd7adcaa-c5ae-4b1f-8da1-a350f99869f6,2026-05-01T02:02:18.198432,Martins da Mata,Rodrigues da Praia,88.83,CANCELLED,VAN,106
b8c82267-8622-4466-b3e0-98ee537ac2d9,2026-05-01T06:02:31.609752,da Costa,da Paz,80.45,DELIVERED,TRUCK,83
20610eac-adca-4367-a4ce-fde731689960,2026-05-01T05:23:44.009825,Vargas,Fonseca,43.43,CANCELLED,MOTORCYCLE,35
239eea01-633f-4a69-b1fd-7c98934d828d,2026-05-01T05:34:28.586031,Montenegro do Amparo,Jesus de Minas,70.51,DELAYED,MOTORCYCLE,74
7211588b-bb01-48c2-9dd4-a3c287dedce6,2026-05-01T11:19:28.340098,Pimenta Alegre,da Conceição,0.92,CANCELLED,VAN,24
89d19cd7-748f-4f32-b622-d9347a05b65c,2026-05-01T02:30:59.180489,da Luz do Norte,Nascimento Verde,12.82,IN_TRANSIT,TRUCK,29
8238dea7-7c5d-4ba6-b58f-b9678e731c9d,2026-05-01T06:42:39.862425,Gonçalves,Abreu Paulista,54.44,IN_TRANSIT,AIRPLANE,94
af593313-10d3-45bb-9766-b4fcc4e55091,2026-05-01T05:08:43.471090,Aparecida,Sá de Moura,91.9,DELAYED,AIRPLANE,77
ef75508b-99bb-4cc9-b18b-8e9cd9b75620,2026-05-01T02:28:34.318138,Moura,Pereira da Prata,9.18,CANCELLED,VAN,93
e3d34fc7-0314-4bdb-b260-b1797c08afbf,2026-05-01T05:47:36.459834,Leão de Casa Grande,Carvalho Grande,79.77,DELAYED,VAN,82
b3e3eece-64c5-4000-8004-80b2c93a76e8,2026-05-01T05:33:27.959480,da Mata,Rocha de Jesus,47.12,DELIVERED,AIRPLANE,109
c50075df-ac17-4cbb-aa81-23d760f323f9,2026-05-01T02:24:04.745335,Nogueira das Flores,Novaes Paulista,45.73,DELIVERED,AIRPLANE,28
dadb8b46-bc29-431e-914d-4218a862134e,2026-05-01T06:13:20.953274,Pires de Goiás,Souza,84.2,DELAYED,AIRPLANE,112
1b8da4ca-f0a3-4f1d-8d42-0a447ea42123,2026-05-01T08:08:00.136555,Moura das Flores,Correia Verde,74.45,DELAYED,TRUCK,20
69587a6f-59b1-4a98-bdad-237523e7887f,2026-05-01T01:44:28.585708,Costa de Goiás,Campos Verde,66.92,DELIVERED,AIRPLANE,8
97300f17-3b5a-42da-a69a-e155c2165670,2026-05-01T04:19:08.733985,Casa Grande,Pinto,87.44,IN_TRANSIT,VAN,55
cf314adf-8489-401c-a0bd-727c38836e90,2026-05-01T10:46:47.177807,Silveira de Ramos,Pinto Verde,48.31,CANCELLED,VAN,111
873b579d-ff48-47d8-ab77-145b86990b5a,2026-05-01T12:10:05.308772,Ribeiro,Albuquerque do Galho,45.72,DELAYED,VAN,103
c778ca47-2ff1-4fa7-a88e-16a334c767b2,2026-05-01T10:52:55.629435,Silveira Paulista,Costa,51.21,CANCELLED,AIRPLANE,50
e4639def-0a5a-49c5-89f7-fe889c1edc0f,2026-05-01T00:56:19.056594,da Rocha da Prata,Sá do Galho,45.5,DELAYED,MOTORCYCLE,14
d0b075aa-a5f3-4e13-8505-ca5582a5ccc3,2026-05-01T02:52:18.248257,Cirino,Oliveira,75.45,IN_TRANSIT,MOTORCYCLE,81
c69bc34a-f94e-43a4-a798-063ffbd937dc,2026-05-01T02:39:00.143461,Cirino da Prata,Barbosa das Pedras,18.72,DELAYED,MOTORCYCLE,119
00c020c1-43ff-4267-a0da-c1a7115096ec,2026-05-01T08:05:26.992754,Costa da Mata,da Luz do Galho,44.03,DELAYED,MOTORCYCLE,49
c6202f1f-0aaa-42e5-bc87-94f5735fad62,2026-05-01T09:29:30.522499,Vasconcelos de Goiás,Alves,10.54,DELIVERED,AIRPLANE,106
31b9bf48-6c19-49c0-a92a-9f73875864ab,2026-05-01T04:48:21.301700,Marques do Norte,Montenegro,1.72,DELIVERED,TRUCK,103
f4618a35-5796-4860-8227-c2b569dfa598,2026-05-01T03:42:29.112399,Farias de Minas,Freitas,5.2,IN_TRANSIT,AIRPLANE,77
c1bd91df-0a15-4669-8655-3461f5853026,2026-05-01T05:34:45.675518,Ribeiro de Pastor,Sales da Praia,60.67,CANCELLED,TRUCK,59
ba5aa82f-b470-47a3-953d-14106e7c956b,2026-05-01T05:36:09.555528,Nogueira da Praia,Nogueira do Amparo,67.85,DELIVERED,VAN,104
e7e2976c-008a-4225-bd6e-5778e7dde47e,2026-05-01T02:20:08.747983,Montenegro,Lopes de Siqueira,88.89,DELAYED,TRUCK,39
be33a8cd-9cb7-4493-be81-5cd2501eefec,2026-05-01T01:53:16.493412,Vasconcelos Alegre,Jesus,87.94,DELIVERED,AIRPLANE,50
72f857ea-adc7-43ac-8530-926a847d27ce,2026-05-01T02:19:05.996662,Moreira de Rocha,Ribeiro,20.19,DELIVERED,MOTORCYCLE,113
c39cfbfc-862d-45c4-8213-c9ba670d43c0,2026-05-01T00:45:06.607865,Fogaça,da Mata,12.77,DELIVERED,TRUCK,118
0cf6e53a-ed3f-48f5-8bce-869e05609006,2026-05-01T08:48:00.598309,Castro de Cavalcante,Melo,63.18,DELAYED,TRUCK,23
a9943683-a5c2-4efb-bb76-07e2eee81e28,2026-05-01T05:31:34.489881,Guerra,Pinto de Minas,31.85,DELIVERED,AIRPLANE,41
661f5369-9d51-4440-a8d3-f0dc92dfd01f,2026-05-01T12:10:06.370736,Castro das Flores,Fonseca,61.81,CANCELLED,TRUCK,116
1c888828-0f9d-4827-82da-d0fe0e1c4fe7,2026-05-01T10:29:03.479700,Ferreira,Leão,0.32,DELIVERED,VAN,89
ace55aba-5643-4285-a304-8060ab1d4d74,2026-05-01T00:50:30.988817,Marques das Pedras,Monteiro do Norte,18.49,DELIVERED,TRUCK,21
2d6d44e6-a9ec-4b95-b18d-f0125681a4dd,2026-05-01T05:01:09.987490,Sousa Paulista,Costa do Amparo,28.93,DELIVERED,TRUCK,26
90ca223d-21e9-43b4-bc33-c1440fdc2cca,2026-05-01T10:16:34.437393,Pastor,Cassiano de Gomes,8.31,DELIVERED,TRUCK,86
4da1780e-cd81-4e32-822b-5b0f2504c9b4,2026-05-01T04:10:20.930342,Rocha,Aragão do Amparo,18.4,IN_TRANSIT,MOTORCYCLE,27
6cd388c2-eef3-425d-b1a9-a3c4f4e0afc7,2026-05-01T04:04:21.956914,Abreu das Pedras,Lopes da Prata,8.23,IN_TRANSIT,VAN,38
b80814b6-d996-4e4f-b501-986086750de2,2026-05-01T08:40:40.772271,Siqueira da Serra,das Neves,92.65,IN_TRANSIT,AIRPLANE,116
ce0e2b63-b113-438a-b9f8-ec04560e1932,2026-05-01T11:09:46.765368,da Mata de Câmara,Fonseca de Goiás,4.18,DELIVERED,VAN,101
e12fb4b4-d45f-4998-8014-272352af0ba0,2026-05-01T07:05:02.270795,Nogueira das Pedras,Pereira Alegre,98.69,DELAYED,MOTORCYCLE,104
95481c9c-154a-435b-a1e2-f14f91f5044c,2026-05-01T07:11:51.732624,Nascimento de Rezende,Barros da Mata,65.7,DELIVERED,AIRPLANE,40
85a70fa5-cfb2-4de0-87e9-fa54bd0c3c21,2026-05-01T00:29:02.822466,Silveira de Goiás,Freitas,65.91,DELAYED,MOTORCYCLE,49
2d20ea68-bb83-4760-bdf4-3ac27b2e6222,2026-05-01T11:24:57.238744,Nogueira do Galho,da Cruz do Galho,42.0,CANCELLED,AIRPLANE,83
91d56be0-6830-47e7-b161-a924d52528c1,2026-05-01T09:22:28.698644,Porto de Goiás,Montenegro,3.32,DELAYED,AIRPLANE,70
1d7634f4-0def-45df-8dc5-f611de43780d,2026-05-01T05:17:07.531015,Borges do Campo,Sampaio,24.43,IN_TRANSIT,TRUCK,101
06f8cd5b-4642-4620-b915-bf740bbbb6a7,2026-05-01T10:18:25.521861,Rodrigues do Galho,Rezende Grande,77.32,CANCELLED,AIRPLANE,47
5c18a807-b64c-4327-a369-7d59359238ce,2026-05-01T08:11:43.302643,Marques do Sul,Cardoso Paulista,88.19,DELIVERED,AIRPLANE,16
cf894127-38b3-435d-89a4-1f72e2a6bf99,2026-05-01T08:20:26.206154,Fernandes,Pimenta de Carvalho,51.03,DELAYED,TRUCK,0
2c98d0b2-8ced-4ca5-a2ea-94e9f9fb9e72,2026-05-01T12:06:13.627401,Fernandes Grande,Andrade,74.15,DELAYED,MOTORCYCLE,67
48ce9b9e-e2bc-4031-b893-c062610154ba,2026-05-01T09:42:42.354541,Pinto,Leão,57.19,DELAYED,MOTORCYCLE,102
83c020ad-c23d-4551-9cd9-b94a27f1baa8,2026-05-01T09:41:30.487588,Rocha,Camargo Alegre,79.78,DELAYED,TRUCK,1
6a5c1fbe-a786-49b9-b944-f37f5315fd83,2026-05-01T09:24:00.544542,Fonseca da Mata,Souza,59.11,CANCELLED,VAN,109
d9b0081a-e210-47b8-a98b-7e70d9ad11bc,2026-05-01T06:51:38.848767,Rodrigues da Mata,da Mata de das Neves,63.71,DELAYED,AIRPLANE,67
dbda9957-51e9-40fb-8be7-6c3bdc9a39c1,2026-05-01T10:06:01.415916,Silva,Barbosa do Sul,10.0,DELAYED,TRUCK,12
4f5009a4-9ad7-4d82-a64e-072fd3fa96e5,2026-05-01T07:45:54.069274,Porto Alegre,Fogaça,75.37,CANCELLED,VAN,3
8875a76b-fb3d-4ea6-942d-a9e0d10c516c,2026-05-01T09:19:47.377806,Fogaça de Cassiano,Costa da Mata,84.0,CANCELLED,TRUCK,100
171c99ac-20a3-4ba8-87f2-cecbabc1cf8b,2026-05-01T03:13:27.389179,Abreu dos Dourados,Ferreira Paulista,35.83,CANCELLED,TRUCK,41
3efb4b50-2af0-46a4-bc07-d21476db2500,2026-05-01T04:55:37.504197,da Mota da Prata,Andrade da Prata,82.09,DELAYED,VAN,102
6bb08698-ec58-4c8e-ae5c-0f021734509c,2026-05-01T08:42:30.303828,Viana Alegre,da Mota,11.27,IN_TRANSIT,MOTORCYCLE,118
5a0f7c34-5625-4f07-acd6-ba79f2a38e67,2026-05-01T04:03:58.842968,Fogaça,Leão,82.81,CANCELLED,MOTORCYCLE,48
44c5b029-4787-46bd-ab41-b734bcd4b6bd,2026-05-01T03:07:54.949767,Brito de Goiás,Pimenta do Sul,99.48,DELAYED,VAN,107
c11c4e00-7e5c-45dc-82fe-63fe43c71833,2026-05-01T03:02:22.711163,Ramos,Cunha de Alves,64.93,DELIVERED,VAN,10
695766ef-eee7-4ace-a0e6-a2c445a5b30f,2026-05-01T00:38:20.876271,Sousa,Cassiano de Garcia,5.17,DELIVERED,AIRPLANE,113
41e54ce7-07ff-44cc-8c38-14c9dd62ea32,2026-05-01T04:49:16.420584,da Rocha da Serra,Macedo de da Mata,20.36,IN_TRANSIT,VAN,63
0ba07faa-8822-423b-a336-4553da0e5499,2026-05-01T02:28:47.686633,das Neves Paulista,Moura do Campo,36.59,CANCELLED,VAN,41
8c81389a-c346-4d4e-8f36-5335a5a8f191,2026-05-01T01:12:49.473753,da Paz de Goiás,da Cruz,54.97,IN_TRANSIT,AIRPLANE,43
56cb6898-a0c3-44df-ac9d-7bf4657da1bb,2026-05-01T00:36:50.189916,Porto dos Dourados,Caldeira,52.56,CANCELLED,AIRPLANE,50
3f3f4d21-83d3-4266-9190-76c19f0aee7e,2026-05-01T08:38:06.314473,Garcia,Pastor,27.73,DELIVERED,AIRPLANE,36
01cff9ea-b156-46b9-8502-244d3d24b5a8,2026-05-01T03:12:23.744652,Leão,Nascimento,16.63,IN_TRANSIT,AIRPLANE,87
2563bd2d-8051-43dd-a84a-72b00a920467,2026-05-01T00:56:02.386644,Garcia,Lopes,53.35,DELIVERED,VAN,75
695b5206-6a90-47bb-a0fa-929517b7d849,2026-05-01T09:24:01.237521,Vasconcelos de Garcia,Aparecida das Pedras,49.86,IN_TRANSIT,MOTORCYCLE,47
facbe7aa-d867-4a78-9d1c-151b45c09c7c,2026-05-01T09:20:37.661323,Fogaça,Santos do Galho,80.0,CANCELLED,TRUCK,66
09f1d0da-dd42-4aff-be41-e4db40e2f379,2026-05-01T10:27:49.518999,Leão do Oeste,da Mota do Campo,93.72,DELIVERED,AIRPLANE,0
91e84acb-bbe3-4636-88a0-e259e98b7b4b,2026-05-01T00:08:34.926998,Moreira,Rios de Aragão,86.48,DELIVERED,MOTORCYCLE,2
2c038b04-7558-4cdd-8f89-c86de60da03f,2026-05-01T02:27:21.311811,Cirino,Silveira de Pastor,13.79,DELAYED,AIRPLANE,58
575a9c31-92fe-4683-9ce0-6657fcdc10de,2026-05-01T11:20:57.517472,Gonçalves Paulista,Pinto da Mata,10.32,IN_TRANSIT,VAN,54
a60bb2db-ecc3-43ea-9667-1f9a9827f71a,2026-05-01T03:03:29.175271,Silveira,Abreu dos Dourados,75.1,DELIVERED,TRUCK,60
3689cad1-bcbe-4384-9d31-69810df00fd4,2026-05-01T02:46:13.271100,Melo,Ferreira de Ramos,94.14,DELAYED,TRUCK,82
7dbabd7e-c2a6-4e1c-b721-3fb138776486,2026-05-01T07:59:03.017662,Pereira do Norte,Siqueira Grande,39.48,CANCELLED,MOTORCYCLE,82
9ff7079e-1cd0-47f3-b9ee-55c8f09680c5,2026-05-01T04:10:53.847471,Freitas,Barbosa,78.65,DELAYED,VAN,43
1974a4ba-ea4d-40b1-8a0d-16d7a8c050fd,2026-05-01T04:53:32.429792,Pereira Alegre,Fogaça,23.49,IN_TRANSIT,AIRPLANE,79
64c9b122-b961-4b21-8518-6e12ed02ac80,2026-05-01T10:42:56.641865,Novais do Oeste,da Luz,40.73,DELAYED,TRUCK,93
0891c62c-80d8-41ee-990b-2065295dae72,2026-05-01T06:05:44.496880,Andrade da Serra,Melo de Cavalcanti,89.94,CANCELLED,AIRPLANE,62
0dbc540d-bff4-4933-a57e-b790e2e00525,2026-05-01T06:55:50.186527,Vasconcelos,Cavalcanti Grande,21.36,DELIVERED,VAN,48
9cb9b879-a6fe-418b-85c2-42832e48a4ce,2026-05-01T08:29:13.183261,da Cunha,Dias,43.57,DELAYED,AIRPLANE,96
ed126446-3c7d-4001-831e-aef756e2bfc5,2026-05-01T08:49:14.288015,da Luz de Minas,Jesus,23.27,IN_TRANSIT,MOTORCYCLE,29
ebbb77a0-784b-4e2e-8f3c-5d6864a2a504,2026-05-01T10:39:58.748122,Correia do Campo,Borges,65.1,DELIVERED,VAN,50
0bd90614-d795-450e-ae89-0661e8b741ba,2026-05-01T05:17:52.643293,Cavalcante do Campo,Viana,45.1,DELAYED,VAN,54
9e421cd5-16cf-469b-9ffc-3e532d021531,2026-05-01T03:02:59.959616,da Rocha de Aragão,Silveira,37.56,DELAYED,VAN,115
7d3474cc-34d5-4f51-b0a0-890ba00c7cf2,2026-05-01T12:18:38.112549,Siqueira,Cavalcante,39.38,DELIVERED,AIRPLANE,22
f61282fb-d1aa-4374-be84-e367f46f3245,2026-05-01T05:47:10.171249,Leão Grande,Andrade,38.55,IN_TRANSIT,TRUCK,49
3c4970fa-ef80-4da3-8554-f3bded712417,2026-05-01T07:00:47.657344,Dias de Porto,Ferreira,55.56,DELIVERED,VAN,43
fd22cec2-8a9e-4ec0-8553-95c17065cc56,2026-05-01T05:38:50.849689,Peixoto,Castro,44.89,DELAYED,MOTORCYCLE,40
e2369a37-e1ae-431c-bd61-ccba178abe6b,2026-05-01T11:29:26.212282,Montenegro dos Dourados,Câmara,74.21,CANCELLED,MOTORCYCLE,8
1ec5f7bd-b80f-4cc1-b21a-6a7e84550f2e,2026-05-01T04:39:32.364445,Macedo,Casa Grande,79.11,CANCELLED,AIRPLANE,21
8ac71024-a11a-4a6d-9484-cbc01502320e,2026-05-01T07:28:16.570447,Rios,Macedo do Amparo,66.56,IN_TRANSIT,MOTORCYCLE,14
fca9b61a-b97a-40e9-8add-a87b2039ed4f,2026-05-01T02:41:53.127891,Cassiano,da Rosa,85.81,DELAYED,VAN,56
924ba0f1-5351-40a5-b4e7-afcf4c4dc419,2026-05-01T08:15:28.457985,Barbosa,Marques,84.36,DELAYED,AIRPLANE,0
2ba5471f-93ea-4ca1-9857-aa36274b2494,2026-05-01T11:59:05.085683,Caldeira de Minas,Castro do Galho,25.99,CANCELLED,TRUCK,12
e03c84bd-660a-4005-bfc1-53c6daf4dcf6,2026-05-01T10:19:52.528986,Rios,Montenegro do Sul,81.17,DELIVERED,MOTORCYCLE,54
0cb7fa00-b8e2-4c4e-a69e-335e93df316f,2026-05-01T00:51:50.043199,Câmara,Casa Grande de Dias,60.57,DELIVERED,VAN,84
d5f35526-e233-4d7c-a76d-868232ddc035,2026-05-01T04:53:34.959599,da Conceição,Rezende de Guerra,65.01,CANCELLED,VAN,103
