shipment_id,timestamp,origin,destination,weight_kg,delivery_status,vehicle_type,estimated_delay_minutes
06922204-5c22-44b4-9b8e-53403b0b231a,2026-05-01T07:29:07.520537,Moreira Grande,Silveira,34.97,DELAYED,AIRPLANE,28
ed799889-b255-4b45-b8b5-520b05994f8d,2026-05-01T03:14:37.143295,Rodrigues,Nunes Paulista,70.25,DELIVERED,MOTORCYCLE,117
ef18bf46-9462-4a59-a307-fac2f1adeb7c,2026-05-01T05:47:58.140073,Lima,Carvalho,8.84,DELAYED,MOTORCYCLE,57
42b9ef49-f6d0-4ac7-b013-0abc7dac977c,2026-05-01T01:31:12.442127,Guerra da Prata,Vargas de Barros,92.89,CANCELLED,AIRPLANE,60
65985f68-e6ec-4343-86d9-34db06abef96,2026-05-01T07:14:29.576716,Peixoto,Oliveira Paulista,10.65,IN_TRANSIT,TRUCK,7
64c11d1e-4774-4298-80e6-0f6ff38d2023,2026-05-01T05:43:48.461947,Cassiano de Goiás,Nogueira do Oeste,84.04,CANCELLED,MOTORCYCLE,55
0e342547-b6e8-4803-9a01-4f9fe11732d8,2026-05-01T05:51:08.084679,Jesus Alegre,Azevedo,54.75,DELAYED,MOTORCYCLE,120
acd37d64-510e-444a-b8eb-12403d18dc16,2026-05-01T00:47:21.234046,Costa das Pedras,Souza da Praia,29.08,DELAYED,AIRPLANE,114
c1b66dc5-bd9b-4fe9-a9b4-3be59f4188e3,2026-05-01T12:08:14.193605,Mendonça,Araújo,12.98,CANCELLED,TRUCK,8
c424c360-8267-4658-8aec-5deca6469310,2026-05-01T09:51:48.283472,Pires da Mata,da Conceição,58.65,CANCELLED,MOTORCYCLE,16
b28211d7-3a68-4592-b3eb-ab616bb3aa7d,2026-05-01T05:43:19.742862,Macedo de Dias,Rios da Praia,97.91,DELIVERED,VAN,84
9a64faf4-5a9c-43d1-98e8-e8865d85e49f,2026-05-01T08:46:22.171251,Farias,Ribeiro da Praia,23.92,IN_TRANSIT,AIRPLANE,52
ca220d43-a7ea-43eb-96fe-436f49facf9b,2026-05-01T04:26:49.229241,Novais da Serra,Dias Grande,68.15,IN_TRANSIT,AIRPLANE,103
75644b56-c3f0-44db-9919-5aaf4dedd2d4,2026-05-01T09:27:59.798377,Mendonça,Melo,58.47,DELIVERED,TRUCK,39
cc38806f-37ce-4b46-9cd6-459041cc6926,2026-05-01T00:39:38.645393,Monteiro,Costa,76.08,CANCELLED,VAN,93
fd258f68-8e39-4cf2-af14-4a342a36e614,2026-05-01T09:06:56.345054,Novaes,Araújo,4.56,IN_TRANSIT,MOTORCYCLE,92
bc3a1141-81b1-4288-ac55-ecf3296f2440,2026-05-01T11:07:35.308067,da Cunha Paulista,Nascimento dos Dourados,90.18,DELIVERED,TRUCK,45
e7b3a779-d9c9-4a8e-940a-5af68fe0e691,2026-05-01T05:44:40.047840,Albuquerque do Sul,Cavalcanti de Cavalcante,94.98,CANCELLED,VAN,65
4a422583-ac01-4349-8fbb-852a0ae333c3,2026-05-01T11:53:10.804464,Cavalcante Paulista,da Conceição,99.37,DELAYED,AIRPLANE,55
c231489c-9d3a-4fee-9e70-e7fdb46b7fbc,2026-05-01T01:23:05.971502,Melo Verde,Aragão da Mata,21.26,DELIVERED,MOTORCYCLE,86
afb1edc4-239b-4a7c-8afc-9dea07fbb9f2,2026-05-01T02:48:20.929662,Caldeira,Duarte de Goiás,31.09,IN_TRANSIT,TRUCK,70
b6002c80-fe0b-4328-bb85-d1061a1ccb11,2026-05-01T12:26:17.604995,Viana,Cassiano,61.72,DELAYED,TRUCK,95
f86e5b55-5fbc-4eec-a7f0-d492ab49eecc,2026-05-01T05:59:40.977436,Silveira de Goiás,Pinto da Praia,13.6,DELAYED,AIRPLANE,35
69418220-c223-4fa0-b16e-56504270ff25,2026-05-01T00:07:08.814611,Costela das Flores,Rios da Mata,35.83,DELIVERED,AIRPLANE,75
ec0007d7-e4ab-47b0-8ce3-e6ca6a1a43f9,2026-05-01T08:49:27.336227,Teixeira da Prata,Farias Grande,42.85,CANCELLED,VAN,113
60e73e16-c1f5-413a-ba44-bff69dcd3976,2026-05-01T03:37:54.027116,Sá do Norte,Silva,62.56,DELAYED,MOTORCYCLE,39
16a980e2-23cc-4d0a-bf88-c3188852b472,2026-05-01T09:36:42.268242,da Mota,Azevedo,72.46,CANCELLED,TRUCK,31
5c6344a7-3a96-404a-bf2c-e11537bfbbed,2026-05-01T10:42:53.909612,Cavalcante,Costa da Serra,37.65,CANCELLED,AIRPLANE,93
d76ea6a5-8ce5-4327-a6b3-04ebf6c6e410,2026-05-01T07:11:51.176653,Lopes,Cavalcante do Amparo,69.77,IN_TRANSIT,AIRPLANE,72
1378a7ef-8d0c-4009-8670-cab4bc844b6c,2026-05-01T07:47:27.658555,Marques,Cunha,63.82,CANCELLED,TRUCK,92
